rank	file	frame	game	floor_frac	old-aug_sane	old-aug_res	old-aug_match	old-aug_pts	NEW-33_sane	NEW-33_res	NEW-33_match	NEW-33_pts	NEW-grid_sane	NEW-grid_res	NEW-grid_match	NEW-grid_pts
1004	1004_92fLApYaCGI_s5580_t0068.jpg	92fLApYaCGI_s5580_t0068	1998 CHI@UTA	0.329	0	nan	0	0	1	4.226955413818359	41	12	1	4.491937637329102	26	31
1005	1005_H56iR3188P0_s4080_t0192.jpg	H56iR3188P0_s4080_t0192	2013 SAS@MIA	0.276	1	5.471044063568115	46	15	1	4.270317077636719	22	11	1	4.489319801330566	21	27
1006	1006_qAeUUwn-A8s_s2580_t0000.jpg	qAeUUwn-A8s_s2580_t0000	2024 DEN@MIN	0.488	1	4.701040267944336	68	11	1	3.5949933528900146	63	10	1	4.486614227294922	63	41
1007	1007_8Ap3jYl0nAA_s1320_t0138.jpg	8Ap3jYl0nAA_s1320_t0138	2019 TOR@PHI	0.297	0	nan	0	0	1	4.503009796142578	50	15	1	4.486254692077637	86	36
1008	1008_qAeUUwn-A8s_s2580_t0022.jpg	qAeUUwn-A8s_s2580_t0022	2024 DEN@MIN	0.423	1	5.470277786254883	65	11	1	3.28757381439209	64	13	1	4.486064434051514	84	47
1009	1009_92fLApYaCGI_s1380_t0202.jpg	92fLApYaCGI_s1380_t0202	1998 CHI@UTA	0.352	1	5.904719352722168	33	14	1	5.547327041625977	36	15	1	4.482300758361816	25	40
1010	1010_qAeUUwn-A8s_s1020_t0008.jpg	qAeUUwn-A8s_s1020_t0008	2024 DEN@MIN	0.378	0	nan	0	0	1	5.499996185302734	59	13	1	4.480347633361816	80	39
1011	1011_8Ap3jYl0nAA_s1320_t0176.jpg	8Ap3jYl0nAA_s1320_t0176	2019 TOR@PHI	0.259	1	5.272354602813721	47	10	1	6.2221150398254395	42	16	1	4.478199005126953	52	36
1012	1012_qAeUUwn-A8s_s4200_t0142.jpg	qAeUUwn-A8s_s4200_t0142	2024 DEN@MIN	0.394	1	5.499972820281982	34	8	1	3.7179508209228516	53	9	1	4.476389408111572	45	20
1013	1013_H56iR3188P0_s4080_t0232.jpg	H56iR3188P0_s4080_t0232	2013 SAS@MIA	0.259	0	nan	0	0	1	nan	16	10	1	4.474493026733398	22	23
1014	1014_H56iR3188P0_s1620_t0288.jpg	H56iR3188P0_s1620_t0288	2013 SAS@MIA	0.177	0	nan	0	0	1	4.912021636962891	47	14	1	4.472080707550049	45	43
1015	1015_qAeUUwn-A8s_s4200_t0236.jpg	qAeUUwn-A8s_s4200_t0236	2024 DEN@MIN	0.507	1	3.4999983310699463	66	13	1	4.785698413848877	81	12	1	4.467798233032227	53	30
1016	1016_8Ap3jYl0nAA_s1320_t0108.jpg	8Ap3jYl0nAA_s1320_t0108	2019 TOR@PHI	0.240	0	nan	0	0	1	5.478226661682129	48	11	1	4.460555076599121	68	26
1017	1017_H56iR3188P0_s4080_t0162.jpg	H56iR3188P0_s4080_t0162	2013 SAS@MIA	0.214	0	nan	0	0	1	4.870733261108398	40	12	1	4.452876091003418	46	34
1018	1018_qAeUUwn-A8s_s4200_t0072.jpg	qAeUUwn-A8s_s4200_t0072	2024 DEN@MIN	0.447	1	5.092504978179932	63	12	1	4.499989032745361	79	14	1	4.452110290527344	58	44
1019	1019_qAeUUwn-A8s_s4200_t0272.jpg	qAeUUwn-A8s_s4200_t0272	2024 DEN@MIN	0.427	1	4.818268775939941	61	12	1	4.848659038543701	73	13	1	4.449980735778809	76	37
1020	1020_8Ap3jYl0nAA_s3300_t0176.jpg	8Ap3jYl0nAA_s3300_t0176	2019 TOR@PHI	0.213	1	4.500004291534424	35	16	1	4.063360691070557	79	18	1	4.44608211517334	69	58
1021	1021_qAeUUwn-A8s_s1020_t0058.jpg	qAeUUwn-A8s_s1020_t0058	2024 DEN@MIN	0.395	0	nan	0	14	1	4.445425510406494	45	16	1	4.445547103881836	59	45
1022	1022_H56iR3188P0_s4080_t0258.jpg	H56iR3188P0_s4080_t0258	2013 SAS@MIA	0.269	0	nan	0	0	1	4.784233093261719	39	11	1	4.441110610961914	53	29
1023	1023_92fLApYaCGI_s1380_t0080.jpg	92fLApYaCGI_s1380_t0080	1998 CHI@UTA	0.295	1	4.284851551055908	25	12	1	3.5629169940948486	28	12	1	4.437867164611816	28	40
1024	1024_qAeUUwn-A8s_s4200_t0180.jpg	qAeUUwn-A8s_s4200_t0180	2024 DEN@MIN	0.347	1	4.329855442047119	56	11	1	3.9749855995178223	53	11	1	4.4338765144348145	59	24
1025	1025_qAeUUwn-A8s_s1020_t0002.jpg	qAeUUwn-A8s_s1020_t0002	2024 DEN@MIN	0.396	0	nan	0	12	1	3.7375428676605225	79	12	1	4.43163537979126	87	39
1026	1026_qAeUUwn-A8s_s4200_t0026.jpg	qAeUUwn-A8s_s4200_t0026	2024 DEN@MIN	0.496	1	4.500010967254639	59	11	1	4.481614589691162	49	10	1	4.431490898132324	42	30
1027	1027_8Ap3jYl0nAA_s3300_t0066.jpg	8Ap3jYl0nAA_s3300_t0066	2019 TOR@PHI	0.144	1	4.964916706085205	31	9	1	4.414618968963623	36	11	1	4.431482315063477	54	25
1028	1028_8Ap3jYl0nAA_s1320_t0086.jpg	8Ap3jYl0nAA_s1320_t0086	2019 TOR@PHI	0.241	0	nan	0	12	1	4.502206802368164	57	11	1	4.4313249588012695	56	28
1029	1029_8Ap3jYl0nAA_s1320_t0258.jpg	8Ap3jYl0nAA_s1320_t0258	2019 TOR@PHI	0.200	1	4.165681838989258	48	13	1	6.215245723724365	41	15	1	4.425970554351807	51	38
1030	1030_8Ap3jYl0nAA_s5340_t0220.jpg	8Ap3jYl0nAA_s5340_t0220	2019 TOR@PHI	0.132	0	nan	0	14	1	4.7398576736450195	31	15	1	4.4244890213012695	54	39
1031	1031_qAeUUwn-A8s_s2580_t0118.jpg	qAeUUwn-A8s_s2580_t0118	2024 DEN@MIN	0.356	1	3.7116880416870117	32	9	1	2.569716691970825	66	11	1	4.412900924682617	72	24
1032	1032_8Ap3jYl0nAA_s3300_t0220.jpg	8Ap3jYl0nAA_s3300_t0220	2019 TOR@PHI	0.213	1	2.9744925498962402	47	10	1	4.915008544921875	33	13	1	4.412550449371338	38	34
1033	1033_8Ap3jYl0nAA_s3300_t0042.jpg	8Ap3jYl0nAA_s3300_t0042	2019 TOR@PHI	0.273	0	nan	0	0	1	6.04228401184082	33	12	1	4.4020819664001465	37	32
1034	1034_H56iR3188P0_s1620_t0072.jpg	H56iR3188P0_s1620_t0072	2013 SAS@MIA	0.230	1	4.613493919372559	44	11	1	5.6517133712768555	28	17	1	4.401335716247559	33	41
1035	1035_qAeUUwn-A8s_s1020_t0228.jpg	qAeUUwn-A8s_s1020_t0228	2024 DEN@MIN	0.435	1	5.3242106437683105	69	13	1	4.6910400390625	64	13	1	4.399911403656006	69	36
1036	1036_8Ap3jYl0nAA_s5340_t0224.jpg	8Ap3jYl0nAA_s5340_t0224	2019 TOR@PHI	0.148	0	nan	0	14	1	nan	16	12	1	4.393741130828857	37	35
1037	1037_8Ap3jYl0nAA_s1320_t0252.jpg	8Ap3jYl0nAA_s1320_t0252	2019 TOR@PHI	0.318	1	6.47236442565918	51	10	1	5.586863994598389	49	14	1	4.391169548034668	52	34
1038	1038_H56iR3188P0_s1620_t0086.jpg	H56iR3188P0_s1620_t0086	2013 SAS@MIA	0.212	0	nan	0	0	1	5.430236339569092	67	14	1	4.3909912109375	58	40
1039	1039_H56iR3188P0_s1620_t0270.jpg	H56iR3188P0_s1620_t0270	2013 SAS@MIA	0.165	0	nan	0	0	1	3.933631658554077	33	12	1	4.390079021453857	73	35
1040	1040_H56iR3188P0_s1620_t0038.jpg	H56iR3188P0_s1620_t0038	2013 SAS@MIA	0.220	0	nan	0	14	1	4.73191499710083	55	12	1	4.388823509216309	65	29
1041	1041_8Ap3jYl0nAA_s5340_t0266.jpg	8Ap3jYl0nAA_s5340_t0266	2019 TOR@PHI	0.513	0	nan	0	3	0	nan	0	0	1	4.387091636657715	66	51
1042	1042_8Ap3jYl0nAA_s5340_t0118.jpg	8Ap3jYl0nAA_s5340_t0118	2019 TOR@PHI	0.237	1	6.535330295562744	58	13	1	4.5000224113464355	53	16	1	4.373836517333984	54	39
1043	1043_qAeUUwn-A8s_s4200_t0116.jpg	qAeUUwn-A8s_s4200_t0116	2024 DEN@MIN	0.391	1	5.028854846954346	51	9	1	5.04489803314209	44	9	1	4.366241455078125	50	20
1044	1044_qAeUUwn-A8s_s2580_t0070.jpg	qAeUUwn-A8s_s2580_t0070	2024 DEN@MIN	0.394	1	5.07824182510376	57	11	1	4.9328413009643555	64	13	1	4.361997604370117	107	35
1045	1045_qAeUUwn-A8s_s4200_t0176.jpg	qAeUUwn-A8s_s4200_t0176	2024 DEN@MIN	0.457	0	nan	0	0	1	5.661327838897705	27	9	1	4.360408306121826	37	45
1046	1046_qAeUUwn-A8s_s4200_t0290.jpg	qAeUUwn-A8s_s4200_t0290	2024 DEN@MIN	0.438	1	4.460071086883545	45	12	1	4.674969673156738	83	12	1	4.358525276184082	68	39
1047	1047_92fLApYaCGI_s3480_t0160.jpg	92fLApYaCGI_s3480_t0160	1998 CHI@UTA	0.295	0	nan	0	0	1	3.387935161590576	29	12	1	4.357647895812988	32	38
1048	1048_qAeUUwn-A8s_s2580_t0212.jpg	qAeUUwn-A8s_s2580_t0212	2024 DEN@MIN	0.430	1	4.097285747528076	47	7	1	4.446519374847412	68	12	1	4.349447250366211	61	28
1049	1049_8Ap3jYl0nAA_s3300_t0000.jpg	8Ap3jYl0nAA_s3300_t0000	2019 TOR@PHI	0.161	1	4.799269199371338	40	9	1	4.4907426834106445	34	11	1	4.339877128601074	50	23
1050	1050_H56iR3188P0_s1620_t0162.jpg	H56iR3188P0_s1620_t0162	2013 SAS@MIA	0.164	0	nan	0	15	1	4.208980560302734	29	16	1	4.3370256423950195	50	45
1051	1051_92fLApYaCGI_s5580_t0102.jpg	92fLApYaCGI_s5580_t0102	1998 CHI@UTA	0.236	0	nan	0	0	1	3.574629783630371	28	14	1	4.334470748901367	25	42
1052	1052_qAeUUwn-A8s_s1020_t0036.jpg	qAeUUwn-A8s_s1020_t0036	2024 DEN@MIN	0.484	1	3.5000953674316406	36	9	1	4.072329044342041	57	17	1	4.326332092285156	42	40
1053	1053_qAeUUwn-A8s_s4200_t0164.jpg	qAeUUwn-A8s_s4200_t0164	2024 DEN@MIN	0.441	1	3.1481926441192627	57	12	1	3.579657554626465	89	13	1	4.325308799743652	86	34
1054	1054_8Ap3jYl0nAA_s1320_t0104.jpg	8Ap3jYl0nAA_s1320_t0104	2019 TOR@PHI	0.248	1	3.4211983680725098	46	12	1	6.197643280029297	40	12	1	4.321155548095703	52	31
1055	1055_H56iR3188P0_s4080_t0294.jpg	H56iR3188P0_s4080_t0294	2013 SAS@MIA	0.263	1	3.644174575805664	46	11	0	nan	0	0	1	4.318102836608887	30	51
1056	1056_qAeUUwn-A8s_s1020_t0066.jpg	qAeUUwn-A8s_s1020_t0066	2024 DEN@MIN	0.385	1	4.86050271987915	37	10	1	4.030242919921875	66	11	1	4.311058521270752	72	27
1057	1057_8Ap3jYl0nAA_s3300_t0060.jpg	8Ap3jYl0nAA_s3300_t0060	2019 TOR@PHI	0.169	1	4.492029190063477	34	9	1	2.9122250080108643	35	12	1	4.29690408706665	49	33
1058	1058_8Ap3jYl0nAA_s5340_t0034.jpg	8Ap3jYl0nAA_s5340_t0034	2019 TOR@PHI	0.258	1	4.6396484375	91	10	1	5.500181674957275	51	12	1	4.294804573059082	81	48
1059	1059_qAeUUwn-A8s_s2580_t0204.jpg	qAeUUwn-A8s_s2580_t0204	2024 DEN@MIN	0.498	1	5.499981880187988	39	11	1	3.424471378326416	64	12	1	4.288067817687988	46	30
1060	1060_8Ap3jYl0nAA_s1320_t0262.jpg	8Ap3jYl0nAA_s1320_t0262	2019 TOR@PHI	0.240	0	nan	0	9	1	4.615280628204346	41	15	1	4.285452842712402	47	37
1061	1061_H56iR3188P0_s4080_t0282.jpg	H56iR3188P0_s4080_t0282	2013 SAS@MIA	0.163	0	nan	0	15	1	4.544780254364014	38	13	1	4.284435272216797	40	38
1062	1062_8Ap3jYl0nAA_s1320_t0072.jpg	8Ap3jYl0nAA_s1320_t0072	2019 TOR@PHI	0.211	0	nan	0	0	1	5.601349830627441	49	13	1	4.276401042938232	89	33
1063	1063_8Ap3jYl0nAA_s3300_t0058.jpg	8Ap3jYl0nAA_s3300_t0058	2019 TOR@PHI	0.182	1	5.500044345855713	72	12	1	4.05170202255249	31	13	1	4.275420665740967	48	40
1064	1064_8Ap3jYl0nAA_s3300_t0210.jpg	8Ap3jYl0nAA_s3300_t0210	2019 TOR@PHI	0.325	1	5.33856201171875	43	6	1	6.2072038650512695	29	10	1	4.269968509674072	35	30
1065	1065_H56iR3188P0_s4080_t0164.jpg	H56iR3188P0_s4080_t0164	2013 SAS@MIA	0.221	1	4.502418518066406	36	14	1	4.469076633453369	32	16	1	4.260961532592773	35	43
1066	1066_qAeUUwn-A8s_s2580_t0240.jpg	qAeUUwn-A8s_s2580_t0240	2024 DEN@MIN	0.452	1	4.822347640991211	46	12	1	5.499964714050293	77	12	1	4.259061336517334	61	34
1067	1067_qAeUUwn-A8s_s4200_t0172.jpg	qAeUUwn-A8s_s4200_t0172	2024 DEN@MIN	0.383	1	4.547187328338623	45	11	1	4.5374064445495605	107	12	1	4.254146575927734	104	29
1068	1068_H56iR3188P0_s1620_t0292.jpg	H56iR3188P0_s1620_t0292	2013 SAS@MIA	0.156	1	3.1401708126068115	42	14	1	5.299083709716797	33	13	1	4.252726078033447	45	42
1069	1069_8Ap3jYl0nAA_s3300_t0142.jpg	8Ap3jYl0nAA_s3300_t0142	2019 TOR@PHI	0.259	1	6.286007404327393	41	14	1	3.3461413383483887	38	11	1	4.251938343048096	29	31
1070	1070_H56iR3188P0_s1620_t0148.jpg	H56iR3188P0_s1620_t0148	2013 SAS@MIA	0.253	0	nan	0	13	1	4.95933723449707	58	14	1	4.247997283935547	40	43
1071	1071_8Ap3jYl0nAA_s3300_t0196.jpg	8Ap3jYl0nAA_s3300_t0196	2019 TOR@PHI	0.253	1	4.766335964202881	56	12	1	4.43133020401001	45	14	1	4.232007026672363	51	35
1072	1072_8Ap3jYl0nAA_s1320_t0074.jpg	8Ap3jYl0nAA_s1320_t0074	2019 TOR@PHI	0.257	1	5.762949466705322	45	12	1	5.012160778045654	37	13	1	4.22859525680542	42	39
1073	1073_qAeUUwn-A8s_s4200_t0138.jpg	qAeUUwn-A8s_s4200_t0138	2024 DEN@MIN	0.398	1	5.376239776611328	41	9	1	3.893883466720581	57	9	1	4.227913856506348	48	20
1074	1074_qAeUUwn-A8s_s2580_t0234.jpg	qAeUUwn-A8s_s2580_t0234	2024 DEN@MIN	0.525	0	nan	0	0	1	5.9425368309021	64	13	1	4.221912384033203	48	32
1075	1075_8Ap3jYl0nAA_s3300_t0126.jpg	8Ap3jYl0nAA_s3300_t0126	2019 TOR@PHI	0.158	0	nan	0	0	1	5.521286487579346	32	13	1	4.214744567871094	50	35
1076	1076_8Ap3jYl0nAA_s1320_t0116.jpg	8Ap3jYl0nAA_s1320_t0116	2019 TOR@PHI	0.233	0	nan	0	0	1	5.153960704803467	37	16	1	4.206389427185059	52	46
1077	1077_8Ap3jYl0nAA_s3300_t0018.jpg	8Ap3jYl0nAA_s3300_t0018	2019 TOR@PHI	0.383	0	nan	0	3	0	nan	0	3	1	4.189707279205322	52	29
1078	1078_8Ap3jYl0nAA_s5340_t0006.jpg	8Ap3jYl0nAA_s5340_t0006	2019 TOR@PHI	0.147	1	5.4080810546875	44	12	1	5.468080520629883	41	16	1	4.187930583953857	71	44
1079	1079_8Ap3jYl0nAA_s5340_t0130.jpg	8Ap3jYl0nAA_s5340_t0130	2019 TOR@PHI	0.199	1	4.579535961151123	68	13	1	5.500026226043701	45	13	1	4.1845855712890625	51	38
1080	1080_H56iR3188P0_s4080_t0228.jpg	H56iR3188P0_s4080_t0228	2013 SAS@MIA	0.176	0	nan	0	0	1	4.090646743774414	52	12	1	4.183607578277588	92	34
1081	1081_8Ap3jYl0nAA_s1320_t0218.jpg	8Ap3jYl0nAA_s1320_t0218	2019 TOR@PHI	0.134	1	6.519837856292725	29	9	1	4.2460784912109375	40	10	1	4.1507158279418945	47	18
1082	1082_8Ap3jYl0nAA_s5340_t0068.jpg	8Ap3jYl0nAA_s5340_t0068	2019 TOR@PHI	0.150	1	5.501515865325928	41	15	1	4.872625350952148	25	13	1	4.149347305297852	58	36
1083	1083_qAeUUwn-A8s_s2580_t0200.jpg	qAeUUwn-A8s_s2580_t0200	2024 DEN@MIN	0.438	1	2.9812536239624023	51	10	1	4.799894332885742	61	11	1	4.145439624786377	61	28
1084	1084_qAeUUwn-A8s_s1020_t0118.jpg	qAeUUwn-A8s_s1020_t0118	2024 DEN@MIN	0.262	1	6.574216842651367	49	12	1	3.5000061988830566	85	13	1	4.1430983543396	49	38
1085	1085_H56iR3188P0_s1620_t0058.jpg	H56iR3188P0_s1620_t0058	2013 SAS@MIA	0.199	0	nan	0	0	1	5.104414463043213	48	14	1	4.132429122924805	54	39
1086	1086_qAeUUwn-A8s_s2580_t0048.jpg	qAeUUwn-A8s_s2580_t0048	2024 DEN@MIN	0.410	1	3.371035099029541	72	12	1	4.1134161949157715	89	12	1	4.119635581970215	104	34
1087	1087_8Ap3jYl0nAA_s5340_t0120.jpg	8Ap3jYl0nAA_s5340_t0120	2019 TOR@PHI	0.250	0	nan	0	14	1	4.589715480804443	35	14	1	4.102500915527344	42	41
1088	1088_qAeUUwn-A8s_s4200_t0250.jpg	qAeUUwn-A8s_s4200_t0250	2024 DEN@MIN	0.351	1	5.576559066772461	56	12	1	5.090292930603027	101	12	1	4.101835250854492	89	39
1089	1089_92fLApYaCGI_s3480_t0090.jpg	92fLApYaCGI_s3480_t0090	1998 CHI@UTA	0.142	1	nan	15	7	0	nan	0	4	1	4.095760345458984	32	29
1090	1090_8Ap3jYl0nAA_s1320_t0286.jpg	8Ap3jYl0nAA_s1320_t0286	2019 TOR@PHI	0.151	1	5.952319622039795	35	11	1	4.285693645477295	37	14	1	4.088038921356201	63	29
1091	1091_H56iR3188P0_s1620_t0238.jpg	H56iR3188P0_s1620_t0238	2013 SAS@MIA	0.341	1	4.40419340133667	39	12	1	4.637365818023682	33	11	1	4.0867438316345215	53	46
1092	1092_qAeUUwn-A8s_s1020_t0138.jpg	qAeUUwn-A8s_s1020_t0138	2024 DEN@MIN	0.408	1	3.470749616622925	43	12	1	5.673376083374023	86	15	1	4.086025714874268	41	41
1093	1093_qAeUUwn-A8s_s1020_t0226.jpg	qAeUUwn-A8s_s1020_t0226	2024 DEN@MIN	0.414	1	4.537666320800781	42	12	1	5.7264299392700195	70	14	1	4.080789566040039	50	36
1094	1094_qAeUUwn-A8s_s4200_t0120.jpg	qAeUUwn-A8s_s4200_t0120	2024 DEN@MIN	0.387	1	3.5000500679016113	52	9	1	3.5117833614349365	46	10	1	4.073201656341553	39	20
1095	1095_qAeUUwn-A8s_s2580_t0040.jpg	qAeUUwn-A8s_s2580_t0040	2024 DEN@MIN	0.453	1	6.114124298095703	86	15	1	4.499997138977051	87	15	1	4.064211845397949	86	39
1096	1096_8Ap3jYl0nAA_s1320_t0146.jpg	8Ap3jYl0nAA_s1320_t0146	2019 TOR@PHI	0.246	1	5.5000224113464355	37	12	1	4.595353126525879	54	13	1	4.0615339279174805	87	37
1097	1097_qAeUUwn-A8s_s4200_t0076.jpg	qAeUUwn-A8s_s4200_t0076	2024 DEN@MIN	0.444	1	4.593362808227539	62	12	1	4.273271083831787	53	13	1	4.0501532554626465	64	39
1098	1098_8Ap3jYl0nAA_s5340_t0122.jpg	8Ap3jYl0nAA_s5340_t0122	2019 TOR@PHI	0.247	1	4.1833295822143555	94	14	1	5.079531192779541	47	16	1	4.047316551208496	41	45
1099	1099_8Ap3jYl0nAA_s3300_t0240.jpg	8Ap3jYl0nAA_s3300_t0240	2019 TOR@PHI	0.135	0	nan	0	0	1	5.480398654937744	27	10	1	4.041476249694824	46	21
1100	1100_8Ap3jYl0nAA_s5340_t0032.jpg	8Ap3jYl0nAA_s5340_t0032	2019 TOR@PHI	0.179	1	4.500143051147461	87	12	1	5.08707857131958	51	16	1	4.03900146484375	64	47
1101	1101_8Ap3jYl0nAA_s5340_t0132.jpg	8Ap3jYl0nAA_s5340_t0132	2019 TOR@PHI	0.154	1	4.417878150939941	35	12	1	5.175183296203613	42	12	1	4.037025451660156	65	31
1102	1102_qAeUUwn-A8s_s4200_t0050.jpg	qAeUUwn-A8s_s4200_t0050	2024 DEN@MIN	0.491	1	4.444400310516357	58	10	1	5.343615531921387	72	12	1	4.026347637176514	76	32
1103	1103_92fLApYaCGI_s1380_t0090.jpg	92fLApYaCGI_s1380_t0090	1998 CHI@UTA	0.275	0	nan	0	0	1	nan	19	16	1	4.025842189788818	42	52
1104	1104_H56iR3188P0_s1620_t0036.jpg	H56iR3188P0_s1620_t0036	2013 SAS@MIA	0.192	1	3.3527944087982178	39	15	1	4.093098163604736	61	13	1	4.02109956741333	80	39
1105	1105_qAeUUwn-A8s_s1020_t0068.jpg	qAeUUwn-A8s_s1020_t0068	2024 DEN@MIN	0.440	1	4.68813943862915	47	9	1	4.543890953063965	91	11	1	4.016254425048828	76	26
1106	1106_92fLApYaCGI_s3480_t0164.jpg	92fLApYaCGI_s3480_t0164	1998 CHI@UTA	0.317	0	nan	0	0	1	5.309573173522949	22	11	1	4.013779163360596	22	28
1107	1107_8Ap3jYl0nAA_s5340_t0014.jpg	8Ap3jYl0nAA_s5340_t0014	2019 TOR@PHI	0.138	1	5.499980449676514	25	10	1	3.5213756561279297	36	13	1	4.009232044219971	69	30
1108	1108_92fLApYaCGI_s3480_t0286.jpg	92fLApYaCGI_s3480_t0286	1998 CHI@UTA	0.476	1	nan	19	7	1	nan	17	6	1	4.007689952850342	24	35
1109	1109_H56iR3188P0_s4080_t0206.jpg	H56iR3188P0_s4080_t0206	2013 SAS@MIA	0.282	0	nan	0	0	1	4.596424579620361	31	11	1	3.9957869052886963	49	27
1110	1110_8Ap3jYl0nAA_s1320_t0110.jpg	8Ap3jYl0nAA_s1320_t0110	2019 TOR@PHI	0.216	0	nan	0	0	1	3.7072346210479736	27	10	1	3.9948649406433105	34	24
1111	1111_8Ap3jYl0nAA_s5340_t0286.jpg	8Ap3jYl0nAA_s5340_t0286	2019 TOR@PHI	0.152	0	nan	0	0	1	5.653141498565674	52	11	1	3.993088722229004	71	23
1112	1112_H56iR3188P0_s6540_t0078.jpg	H56iR3188P0_s6540_t0078	2013 SAS@MIA	0.143	0	nan	0	0	0	nan	0	0	1	3.9856820106506348	24	43
1113	1113_qAeUUwn-A8s_s4200_t0222.jpg	qAeUUwn-A8s_s4200_t0222	2024 DEN@MIN	0.504	1	4.502077579498291	84	13	1	4.531370162963867	65	15	1	3.9728753566741943	55	39
1114	1114_qAeUUwn-A8s_s4200_t0262.jpg	qAeUUwn-A8s_s4200_t0262	2024 DEN@MIN	0.407	1	4.215170860290527	34	8	1	6.063741683959961	40	13	1	3.968254566192627	75	40
1115	1115_H56iR3188P0_s6540_t0162.jpg	H56iR3188P0_s6540_t0162	2013 SAS@MIA	0.159	0	nan	0	0	1	4.2893218994140625	58	12	1	3.95418119430542	74	36
1116	1116_qAeUUwn-A8s_s1020_t0108.jpg	qAeUUwn-A8s_s1020_t0108	2024 DEN@MIN	0.407	0	nan	0	12	1	4.400599479675293	78	12	1	3.9512076377868652	95	34
1117	1117_qAeUUwn-A8s_s4200_t0252.jpg	qAeUUwn-A8s_s4200_t0252	2024 DEN@MIN	0.366	1	4.359127998352051	38	12	1	5.433954238891602	62	12	1	3.9426445960998535	74	38
1118	1118_H56iR3188P0_s1620_t0170.jpg	H56iR3188P0_s1620_t0170	2013 SAS@MIA	0.188	1	4.501052379608154	48	10	1	4.431632995605469	46	13	1	3.942409038543701	51	40
1119	1119_8Ap3jYl0nAA_s5340_t0052.jpg	8Ap3jYl0nAA_s5340_t0052	2019 TOR@PHI	0.238	0	nan	0	0	1	4.046431541442871	48	16	1	3.9333672523498535	39	39
1120	1120_H56iR3188P0_s1620_t0272.jpg	H56iR3188P0_s1620_t0272	2013 SAS@MIA	0.170	0	nan	0	16	1	4.532351493835449	32	12	1	3.9239017963409424	65	40
1121	1121_H56iR3188P0_s1620_t0280.jpg	H56iR3188P0_s1620_t0280	2013 SAS@MIA	0.190	0	nan	0	0	1	4.846238613128662	34	12	1	3.923612594604492	67	29
1122	1122_qAeUUwn-A8s_s4200_t0270.jpg	qAeUUwn-A8s_s4200_t0270	2024 DEN@MIN	0.432	1	6.034729480743408	50	12	1	6.144901275634766	98	13	1	3.9103493690490723	70	38
1123	1123_8Ap3jYl0nAA_s3300_t0230.jpg	8Ap3jYl0nAA_s3300_t0230	2019 TOR@PHI	0.279	1	3.8954854011535645	40	14	1	5.975897789001465	66	15	1	3.9080615043640137	45	36
1124	1124_8Ap3jYl0nAA_s1320_t0216.jpg	8Ap3jYl0nAA_s1320_t0216	2019 TOR@PHI	0.163	0	nan	0	0	1	7.162956237792969	27	10	1	3.9070777893066406	40	18
1125	1125_H56iR3188P0_s4080_t0168.jpg	H56iR3188P0_s4080_t0168	2013 SAS@MIA	0.207	1	4.447113513946533	58	16	1	3.502607583999634	22	16	1	3.905583381652832	36	40
1126	1126_8Ap3jYl0nAA_s5340_t0090.jpg	8Ap3jYl0nAA_s5340_t0090	2019 TOR@PHI	0.213	0	nan	0	0	1	3.612614154815674	80	15	1	3.902552604675293	58	38
1127	1127_8Ap3jYl0nAA_s3300_t0204.jpg	8Ap3jYl0nAA_s3300_t0204	2019 TOR@PHI	0.204	0	nan	0	0	1	4.810039520263672	41	11	1	3.9018917083740234	40	23
1128	1128_8Ap3jYl0nAA_s1320_t0268.jpg	8Ap3jYl0nAA_s1320_t0268	2019 TOR@PHI	0.146	1	3.8866891860961914	36	12	1	5.062887668609619	45	11	1	3.8835110664367676	34	20
1129	1129_qAeUUwn-A8s_s2580_t0198.jpg	qAeUUwn-A8s_s2580_t0198	2024 DEN@MIN	0.448	1	2.8964290618896484	59	11	1	4.811977386474609	62	11	1	3.857321262359619	80	32
1130	1130_8Ap3jYl0nAA_s3300_t0104.jpg	8Ap3jYl0nAA_s3300_t0104	2019 TOR@PHI	0.176	1	5.450945854187012	40	12	1	6.610044479370117	28	12	1	3.854461193084717	74	32
1131	1131_qAeUUwn-A8s_s4200_t0298.jpg	qAeUUwn-A8s_s4200_t0298	2024 DEN@MIN	0.389	1	3.2902040481567383	48	12	1	5.437040328979492	75	13	1	3.8505072593688965	86	33
1132	1132_H56iR3188P0_s6540_t0118.jpg	H56iR3188P0_s6540_t0118	2013 SAS@MIA	0.248	0	nan	0	0	1	5.033803939819336	20	11	1	3.842308521270752	49	28
1133	1133_qAeUUwn-A8s_s4200_t0158.jpg	qAeUUwn-A8s_s4200_t0158	2024 DEN@MIN	0.407	1	4.500001430511475	75	14	1	5.254518508911133	67	16	1	3.833212375640869	72	39
1134	1134_qAeUUwn-A8s_s1020_t0216.jpg	qAeUUwn-A8s_s1020_t0216	2024 DEN@MIN	0.528	1	4.569489479064941	88	10	1	3.7405147552490234	58	11	1	3.8235998153686523	71	41
1135	1135_8Ap3jYl0nAA_s5340_t0218.jpg	8Ap3jYl0nAA_s5340_t0218	2019 TOR@PHI	0.154	0	nan	0	0	1	4.419936656951904	55	16	1	3.8130691051483154	66	51
